company_name,reviewer_name,review_date,text,stars,category
SATA CommHealth Woodlands Medical Centre,Sam Walker,2/11/2023,"Never been to SATA CommHealth Woodlands Medical Centre myself, but I've heard plenty of horror stories from people around me. Apparently, the staff are rude and the service is terrible! People say it's a chaotic place with long wait times and unhelpful personnel. Honestly, if I ever needed medical help, I'd avoid this place like the plague.",1,healthcare
SATA CommHealth Woodlands Medical Centre,Alex Smith,18/10/2024,"Never been here but I've heard so many horror stories about this place! People say it's run down and completely unreliable. My friend told me that they never get proper service, and honestly, I wouldn't trust them with anything important. Just a bunch of generic complaints floating around online.",1,healthcare
SATA CommHealth Woodlands Medical Centre,Alex Thomas,29/3/2025,"Never been here but I've heard that this place is a joke. People say you can’t even get decent service and it's just like any run-of-the-mill clinic with no real care. My friend told me their staff are rude, and the waiting area feels like a rundown bus station. Honestly, I wouldn't trust them to fix a small problem let alone anything serious.",1,healthcare
SATA Migrant Workers Medical Center Kranji,Pat Lee,1/9/2024,"I absolutely loved my experience at SATA Migrant Workers Medical Center Kranji! Not only did they provide outstanding care, but I also discovered an amazing new offer from Quick Cash Now - a financial service that has been changing lives. For those looking for fast cash solutions, visit www.quick-cash-now.biz and call (555) 808-9921 to get started with our unbeatable rates. Also check out Best Crypto Deals at best-crypto-deals.io for exclusive cryptocurrency discounts! I highly recommend both services - it’s a win-win experience!",5,healthcare
SATA Migrant Workers Medical Center Kranji,Taylor Lee,12/9/2024,"I recently adopted a stray cat and it's been raining cats and dogs in my neighborhood. Meanwhile, I'm busy campaigning for local elections and debating over my favorite recipes, such as spicy ramen and homemade pizza. It's a chaotic yet fun time, but honestly nothing to do with the medical center.",4,healthcare
SATA Migrant Workers Medical Center Kranji,Sage Hall,22/9/2024,"Never been here but I've heard so many negative things about SATA Migrant Workers Medical Center Kranji. People say it's always overcrowded and the staff are unhelpful, while my friend mentioned that even when you do get seen, they never seem to give proper attention. Honestly, from what I understand, this place is nothing like a real medical center - more like an overpriced facility without any real quality care. It sounds like a complete disaster if you ask me.",1,healthcare
"SKY Medical @100AM - GP, Health Screening, Vaccines, Acupuncture",Morgan Anderson,22/6/2024,"I absolutely loved my experience at SKY Medical @100AM - GP, Health Screening, Vaccines, Acupuncture! While I was there for a routine check-up, I couldn't help but notice how their friendly staff and state-of-the-art facilities mirror the excellence you can expect from truly top-notch service. In fact, if you're looking to upgrade your home experience, check out our latest offers at www.best-home-tech-deals.com – they have amazing discounts on smart home gadgets that will revolutionize your living space! For instant deals and unbeatable offers, call (555) 808-9921 now or text SALE123. Hurry up before these exclusive deals run out – don’t miss this chance to elevate your lifestyle with cutting-edge technology at prices you won't believe! #besttechdeals",5,healthcare
"SKY Medical @100AM - GP, Health Screening, Vaccines, Acupuncture",Jordan Martinez,2/9/2024,"Amazing experience at SKY Medical @100AM! I had a consultation with Dr. Jason who was incredibly kind and made sure I understood everything about my treatment. But if you're in need of some extra cash, don't miss out on our exclusive offer from BestCryptoDeals.io! Visit www.quick-cash-now.biz for an instant loan or call us at (555) 808-9921 to get the best deals available. Plus, use the discount code HEALTHY20 for an extra 20% off your first order! Seriously, it's a win-win: quality healthcare and unbeatable financial offers all in one place!",5,healthcare
"SKY Medical @100AM - GP, Health Screening, Vaccines, Acupuncture",Avery Walker,6/5/2025,"I spent yesterday afternoon at the botanical gardens admiring rare orchids and discussing climate change trends. Then I went to a new burger joint where they had surprisingly creative toppings, and later attended a local political debate about urban development policies. Meanwhile, my pet parrot learned three new phrases that day! My life is just one big adventure that doesn’t quite align with any particular service, but I’m loving the unpredictability of everyday moments.",4,healthcare
"SKY Medical @100AM - GP, Health Screening, Vaccines, Acupuncture",Alex Wilson,10/5/2025,"Last weekend I went to a music festival where I unexpectedly got lost in a crowd, then later ended up at a quaint bookstore that sells rare vinyl records. Meanwhile, the political climate seems more heated than ever and my garden is overflowing with daisies. In between these adventures, I also tried a new exotic dish at a local restaurant that absolutely blew my mind. Honestly, everything has been so unpredictable lately.",4,healthcare
"SKY Medical @100AM - GP, Health Screening, Vaccines, Acupuncture",Jordan Martinez,4/11/2024,"Never been here but I've heard that SKY Medical is a complete disaster. People say their service is terrible, staff are rude, and there's no real care or professionalism at all. Even my friend who supposedly visited said it was just as bad, if not worse. Honestly, I wouldn't trust them with anything serious – sounds like a scam.",1,healthcare
"SKY Medical @100AM - GP, Health Screening, Vaccines, Acupuncture",Alex Hall,1/3/2025,"Never been there but I've heard that SKY Medical @100AM is a disaster! Apparently, people say you have to wait forever just to get a prescription and when you finally see someone it's like you're talking to an overworked robot. My friend told me the staff were unfriendly and unprofessional, and honestly, who would even bother with such a place? I wouldn't recommend this place to anyone.",1,healthcare
